Ingrediente,Quantita,Unita_di_misura,Nome_Piatto,,,,
 Uova,5.0,pezzi,Diplomatica,,,,
 Baccello di vaniglia,1.0,pezzi,Diplomatica,,,,
 Sale fino,1.0,pizzico,Diplomatica,,,,
 Zucchero a velo per la sfoglia,-1.0,n.a.,Diplomatica,,,,
 Latte intero,250.0,ml,Diplomatica,,,,
 Panna fresca liquida,180.0,ml,Diplomatica,,,,
 Zucchero,75.0,g,Diplomatica,,,,
 Farina 00,25.0,g,Diplomatica,,,,
 Zucchero a velo,20.0,g,Diplomatica,,,,
 Tuorli,3.0,pezzi,Diplomatica,,,,
 Baccello di vaniglia,0.5,Met� dell'ingrediente,Diplomatica,,,,
 Acqua,200.0,ml,Diplomatica,,,,
 Zucchero,100.0,g,Diplomatica,,,,
 Rum,20.0,ml,Diplomatica,,,,
 Zucchero a velo,-1.0,n.a.,Diplomatica,,,,
 Orecchiette,320.0,g,Orecchiette broccoli e salsiccia,,,,
 Broccoli,300.0,g,Orecchiette broccoli e salsiccia,,,,
 Salsiccia,300.0,g,Orecchiette broccoli e salsiccia,,,,
 Vino bianco,40.0,g,Orecchiette broccoli e salsiccia,,,,
 Aglio,1.0,spicchio,Orecchiette broccoli e salsiccia,,,,
 Timo,2.0,rametti,Orecchiette broccoli e salsiccia,,,,
 Rosmarino,1.0,rametto,Orecchiette broccoli e salsiccia,,,,
 Olio extravergine d'oliva,30.0,g,Orecchiette broccoli e salsiccia,,,,
 Pepe nero,-1.0,n.a.,Orecchiette broccoli e salsiccia,,,,
 Sale fino,-1.0,n.a.,Orecchiette broccoli e salsiccia,,,,
 Cioccolato fondente,340.0,g,Torta al cioccolato senza farina,,,,
 Zucchero,200.0,g,Torta al cioccolato senza farina,,,,
 Burro,170.0,g,Torta al cioccolato senza farina,,,,
 Cacao amaro in polvere,150.0,g,Torta al cioccolato senza farina,,,,
 Uova medie,3.0,pezzi,Torta al cioccolato senza farina,,,,
 Estratto di vaniglia,5.0,g,Torta al cioccolato senza farina,,,,
 Sale fino,3.0,g,Torta al cioccolato senza farina,,,,
 Zucchero a velo,-1.0,n.a.,Torta al cioccolato senza farina,,,,
 Yogurt magro bianco,125.0,g,Pancake senza burro,,,,
 Farina 00,150.0,g,Pancake senza burro,,,,
 Latte intero,200.0,g,Pancake senza burro,,,,
 Uova (1 medio),58.0,g,Pancake senza burro,,,,
 Lievito in polvere per dolci,8.0,g,Pancake senza burro,,,,
 facoltativo,-1.0,n.a.,Pancake senza burro,,,,
 Scalogno,1.0,pezzi,Risotto al gorgonzola,,,,
 Brodo vegetale,1.0,l,Risotto al gorgonzola,,,,
 Vino bianco secco,100.0,ml,Risotto al gorgonzola,,,,
 Burro,20.0,g,Risotto al gorgonzola,,,,
 Grana Padano DOP da grattugiare,30.0,g,Risotto al gorgonzola,,,,
 Pepe nero,-1.0,n.a.,Risotto al gorgonzola,,,,
 Riso Carnaroli,350.0,g,Risotto al gorgonzola,,,,
 Gorgonzola,150.0,g,Risotto al gorgonzola,,,,
 Pisellini,1.0,kg,Vellutata di piselli,,,,
 Cipolle bianche,100.0,g,Vellutata di piselli,,,,
 Panna fresca liquida,20.0,g,Vellutata di piselli,,,,
 Grana Padano DOP,50.0,g,Vellutata di piselli,,,,
 Olio extravergine d'oliva,30.0,g,Vellutata di piselli,,,,
 Sale fino,-1.0,n.a.,Vellutata di piselli,,,,
 Pepe nero,-1.0,n.a.,Vellutata di piselli,,,,
 Brodo vegetale,400.0,g,Vellutata di piselli,,,,
 Mele verdi (circa 3),580.0,g,Frittelle di mele,,,,
 Succo di limone,1.0,pezzi,Frittelle di mele,,,,
 Farina 00,150.0,g,Frittelle di mele,,,,
 Latte intero,200.0,g,Frittelle di mele,,,,
 Uova,2.0,pezzi,Frittelle di mele,,,,
 Lievito in polvere per dolci,8.0,g,Frittelle di mele,,,,
 Sale fino,1.0,pizzico,Frittelle di mele,,,,
 Olio di semi,-1.0,n.a.,Frittelle di mele,,,,
 Zucchero,30.0,g,Frittelle di mele,,,,
 Cannella in polvere,-1.0,n.a.,Frittelle di mele,,,,
 Biscotti secchi al cioccolato,160.0,g,Cheesecake al cioccolato,,,,
 Burro,80.0,g,Cheesecake al cioccolato,,,,
 Cioccolato fondente,200.0,g,Cheesecake al cioccolato,,,,
 Cacao amaro in polvere,20.0,g,Cheesecake al cioccolato,,,,
 Ricotta di bufala,250.0,g,Cheesecake al cioccolato,,,,
 Formaggio fresco spalmabile,250.0,g,Cheesecake al cioccolato,,,,
 Amido di mais (maizena),50.0,g,Cheesecake al cioccolato,,,,
 Zucchero,120.0,g,Cheesecake al cioccolato,,,,
 Uova medie,2.0,pezzi,Cheesecake al cioccolato,,,,
 Baccello di vaniglia,0.5,Met� dell'ingrediente,Cheesecake al cioccolato,,,,
 Latte intero,200.0,ml,Cheesecake al cioccolato,,,,
 Panna fresca liquida,150.0,ml,Cheesecake al cioccolato,,,,
 Zucchero,180.0,g,Torta in tazza (Mug cake),,,,
 Farina 00,160.0,g,Torta in tazza (Mug cake),,,,
 Latte intero,120.0,g,Torta in tazza (Mug cake),,,,
 Cioccolato bianco,75.0,g,Torta in tazza (Mug cake),,,,
 Olio di semi di girasole,50.0,g,Torta in tazza (Mug cake),,,,
 Cacao amaro in polvere,40.0,g,Torta in tazza (Mug cake),,,,
 Uova,2.0,pezzi,Torta in tazza (Mug cake),,,,
 Lievito in polvere per dolci,6.0,g,Torta in tazza (Mug cake),,,,
 Tuorli,100.0,g,Torta Afrika,,,,
 Albumi,225.0,g,Torta Afrika,,,,
 Cacao amaro in polvere,90.0,g,Torta Afrika,,,,
 Zucchero a velo,300.0,g,Torta Afrika,,,,
 Fecola di patate,30.0,g,Torta Afrika,,,,
 Zucchero,-1.0,n.a.,Torta Afrika,,,,
 Cioccolato fondente al 60% di fave africane,200.0,g,Torta Afrika,,,,
 Panna fresca liquida,400.0,g,Torta Afrika,,,,
 Frutto della passione,4.0,pezzi,Torta Afrika,,,,
 Mango,1.0,pezzi,Torta Afrika,,,,
 Scorza di lime,1.0,pezzi,Torta Afrika,,,,
 Succo di lime,0.5,Met� dell'ingrediente,Torta Afrika,,,,
 Menta,-1.0,n.a.,Torta Afrika,,,,
 Granella di cioccolato,-1.0,n.a.,Torta Afrika,,,,
 Spaghetti,320.0,g,Spaghetti con le acciughe e il pangrattato,,,,
 Acciughe sott'olio,30.0,g,Spaghetti con le acciughe e il pangrattato,,,,
 Olio extravergine d'oliva,20.0,g,Spaghetti con le acciughe e il pangrattato,,,,
 Pangrattato,70.0,g,Spaghetti con le acciughe e il pangrattato,,,,
 Aglio,3.0,spicchi,Spaghetti con le acciughe e il pangrattato,,,,
 Burro freddo,85.0,g,Crostata ai frutti di bosco,,,,
 Tuorli,1.0,pezzi,Crostata ai frutti di bosco,,,,
 Farina 00,170.0,g,Crostata ai frutti di bosco,,,,
 Limoni,0.5,Met� dell'ingrediente,Crostata ai frutti di bosco,,,,
 Zucchero a velo,70.0,g,Crostata ai frutti di bosco,,,,
 Latte intero,200.0,ml,Crostata ai frutti di bosco,,,,
 Amido di mais (maizena),25.0,g,Crostata ai frutti di bosco,,,,
 Tuorli tuorli,3.0,pezzi,Crostata ai frutti di bosco,,,,
 Zucchero,70.0,g,Crostata ai frutti di bosco,,,,
 Panna fresca liquida,50.0,ml,Crostata ai frutti di bosco,,,,
 Baccello di vaniglia,0.5,Met� dell'ingrediente,Crostata ai frutti di bosco,,,,
 Fragoline di bosco,125.0,g,Crostata ai frutti di bosco,,,,
 More,125.0,g,Crostata ai frutti di bosco,,,,
 Ribes rosso,125.0,g,Crostata ai frutti di bosco,,,,
 Mirtilli,125.0,g,Crostata ai frutti di bosco,,,,
 Lamponi,125.0,g,Crostata ai frutti di bosco,,,,
 Menta,5.0,foglie,Crostata ai frutti di bosco,,,,
 Rigatoni,320.0,g,Pasta alla zozzona,,,,
 Guanciale,200.0,g,Pasta alla zozzona,,,,
 Salsiccia (solo di suino),250.0,g,Pasta alla zozzona,,,,
 Pecorino romano da grattugiare,60.0,g,Pasta alla zozzona,,,,
 Pomodorini in scatola,350.0,g,Pasta alla zozzona,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Pasta alla zozzona,,,,
 Tuorli (di uova medie),4.0,pezzi,Pasta alla zozzona,,,,
 Pecorino romano,40.0,g,Pasta alla zozzona,,,,
 Confettura di albicocche,4.0,cucchiai,Cake pops,,,,
 Pan di Spagna,400.0,g,Cake pops,,,,
 Cioccolato bianco,200.0,g,Cake pops,,,,
 Cioccolato fondente,200.0,g,Cake pops,,,,
 Cocco rap�,-1.0,n.a.,Cake pops,,,,
 Codette bianche,-1.0,n.a.,Cake pops,,,,
 Granella di nocciole,-1.0,n.a.,Cake pops,,,,
 Perline di zucchero colorate,-1.0,n.a.,Cake pops,,,,
 Pennette Rigate,400.0,g,Pennette con salmone e vodka,,,,
 Salmone affumicato,200.0,g,Pennette con salmone e vodka,,,,
 Scalogno,35.0,g,Pennette con salmone e vodka,,,,
 Vodka,40.0,g,Pennette con salmone e vodka,,,,
 Pomodori,150.0,g,Pennette con salmone e vodka,,,,
 Panna fresca liquida,200.0,g,Pennette con salmone e vodka,,,,
 Erba cipollina,2.0,g,Pennette con salmone e vodka,,,,
 Olio extravergine d'oliva,40.0,g,Pennette con salmone e vodka,,,,
 Sale fino,-1.0,n.a.,Pennette con salmone e vodka,,,,
 Pepe nero,-1.0,n.a.,Pennette con salmone e vodka,,,,
 Spaghetti Senza Glutine,320.0,g,Spaghetti con crema di burrata e melanzane,,,,
 Burrata,300.0,g,Spaghetti con crema di burrata e melanzane,,,,
 Basilico,15.0,g,Spaghetti con crema di burrata e melanzane,,,,
 Olio extravergine d'oliva,50.0,g,Spaghetti con crema di burrata e melanzane,,,,
 Melanzane,100.0,g,Spaghetti con crema di burrata e melanzane,,,,
 Pinoli,30.0,g,Spaghetti con crema di burrata e melanzane,,,,
 Sale fino,-1.0,n.a.,Spaghetti con crema di burrata e melanzane,,,,
 Pepe nero,-1.0,n.a.,Spaghetti con crema di burrata e melanzane,,,,
 Olio di semi di arachide,-1.0,n.a.,Spaghetti con crema di burrata e melanzane,,,,
 Basilico,-1.0,n.a.,Spaghetti con crema di burrata e melanzane,,,,
 Burro,200.0,g,Plumcake al cioccolato,,,,
 Zucchero,200.0,g,Plumcake al cioccolato,,,,
 Uova (2 medie),115.0,g,Plumcake al cioccolato,,,,
 Miele,50.0,g,Plumcake al cioccolato,,,,
 Farina 00,250.0,g,Plumcake al cioccolato,,,,
 Lievito in polvere per dolci,10.0,g,Plumcake al cioccolato,,,,
 Latte intero,200.0,g,Plumcake al cioccolato,,,,
 Cacao amaro in polvere,25.0,g,Plumcake al cioccolato,,,,
 Cioccolato fondente,150.0,g,Plumcake al cioccolato,,,,
 Baccello di vaniglia,1.0,pezzi,Plumcake al cioccolato,,,,
 Zucchero a velo,-1.0,n.a.,Plumcake al cioccolato,,,,
 Farina 00,180.0,g,Plumcake al limone,,,,
 Zucchero,160.0,g,Plumcake al limone,,,,
 Uova circa 3 medie,155.0,g,Plumcake al limone,,,,
 Burro,150.0,g,Plumcake al limone,,,,
 Fecola di patate,50.0,g,Plumcake al limone,,,,
 Succo di limone,25.0,g,Plumcake al limone,,,,
 Scorza di limone,2.0,pezzi,Plumcake al limone,,,,
 Lievito in polvere per dolci,16.0,g,Plumcake al limone,,,,
 Semi di papavero,7.0,g,Plumcake al limone,,,,
 Burro,-1.0,n.a.,Plumcake al limone,,,,
 Farina 00,-1.0,n.a.,Plumcake al limone,,,,
 Mascarpone,400.0,g,Tiramis� alle fragole,,,,
 Tuorli,3.0,pezzi,Tiramis� alle fragole,,,,
 Acqua,50.0,g,Tiramis� alle fragole,,,,
 Zucchero per lo sciroppo,125.0,g,Tiramis� alle fragole,,,,
 Fragole,400.0,g,Tiramis� alle fragole,,,,
 Savoiardi,8.0,pezzi,Tiramis� alle fragole,,,,
 Zucchero,20.0,g,Tiramis� alle fragole,,,,
 Succo di limone,20.0,g,Tiramis� alle fragole,,,,
 Fragole,12.0,pezzi,Tiramis� alle fragole,,,,
 Penne Rigate,320.0,g,Pasta con asparagi e pancetta,,,,
 Asparagi,700.0,g,Pasta con asparagi e pancetta,,,,
 Pancetta,100.0,g,Pasta con asparagi e pancetta,,,,
 Scalogno,1.0,pezzi,Pasta con asparagi e pancetta,,,,
 Sale fino,-1.0,n.a.,Pasta con asparagi e pancetta,,,,
 Pepe nero,-1.0,n.a.,Pasta con asparagi e pancetta,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Pasta con asparagi e pancetta,,,,
 Olio extravergine d'oliva,20.0,g,Pasta con asparagi e pancetta,,,,
 Acqua,100.0,g,Pasta con asparagi e pancetta,,,,
 Cacao amaro in polvere,25.0,g,Fette di cacao al latte,,,,
 Miele,10.0,g,Fette di cacao al latte,,,,
 Uova medie,4.0,pezzi,Fette di cacao al latte,,,,
 Zucchero,80.0,g,Fette di cacao al latte,,,,
 Farina 00,35.0,g,Fette di cacao al latte,,,,
 Baccello di vaniglia,0.5,Met� dell'ingrediente,Fette di cacao al latte,,,,
 Latte condensato,180.0,g,Fette di cacao al latte,,,,
 Panna fresca liquida,350.0,g,Fette di cacao al latte,,,,
 Gelatina in fogli,8.0,g,Fette di cacao al latte,,,,
 Miele,1.0,cucchiaio,Fette di cacao al latte,,,,
 Estratto di vaniglia,0.5,Met� dell'ingrediente,Fette di cacao al latte,,,,
 Zucchero (per l'impasto),115.0,g,Torta tiramis�,,,,
 Farina 00,115.0,g,Torta tiramis�,,,,
 Zucchero (per spolverizzare le basi),40.0,g,Torta tiramis�,,,,
 Albumi (circa 4),120.0,g,Torta tiramis�,,,,
 Tuorli (circa 4),80.0,g,Torta tiramis�,,,,
 Mascarpone,800.0,g,Torta tiramis�,,,,
 Zucchero,200.0,g,Torta tiramis�,,,,
 Tuorli (di 4 uova medie),80.0,g,Torta tiramis�,,,,
 Acqua,80.0,g,Torta tiramis�,,,,
 Caff�,100.0,g,Torta tiramis�,,,,
 Cacao amaro in polvere,5.0,g,Torta tiramis�,,,,
 Acqua a temperatura ambiente,90.0,g,Mini dorayaki con Nutella,,,,
 Farina 00,120.0,g,Mini dorayaki con Nutella,,,,
 Zucchero a velo,75.0,g,Mini dorayaki con Nutella,,,,
 Uova,1.0,pezzi,Mini dorayaki con Nutella,,,,
 Miele millefiori,10.0,g,Mini dorayaki con Nutella,,,,
 Olio di semi di arachide,-1.0,n.a.,Mini dorayaki con Nutella,,,,
 Nutella,90.0,g,Mini dorayaki con Nutella,,,,
 Uova (circa 2 medie),110.0,g,Zuppa inglese,,,,
 Farina 00,30.0,g,Zuppa inglese,,,,
 Fecola di patate,30.0,g,Zuppa inglese,,,,
 Zucchero,60.0,g,Zuppa inglese,,,,
 Sale fino,1.0,pizzico,Zuppa inglese,,,,
 Baccello di vaniglia,0.5,Met� dell'ingrediente,Zuppa inglese,,,,
 Latte intero,400.0,g,Zuppa inglese,,,,
 Panna fresca liquida,100.0,g,Zuppa inglese,,,,
 Tuorli (di circa 4 uova media),72.0,g,Zuppa inglese,,,,
 Amido di mais (maizena),45.0,g,Zuppa inglese,,,,
 Zucchero,140.0,g,Zuppa inglese,,,,
 Baccello di vaniglia,1.0,pezzi,Zuppa inglese,,,,
 Cioccolato fondente,50.0,g,Zuppa inglese,,,,
 Alchermes,100.0,g,Zuppa inglese,,,,
 Cacao amaro in polvere,-1.0,n.a.,Zuppa inglese,,,,
 Olio di semi di arachide,1.5,l,Frittatine di pasta napoletane,,,,
 Acqua,1.5,l,Panelle,,,,
 Olio extravergine d'oliva,0.5,Met� dell'ingrediente,Saut� di cozze e vongole,,,,
 Vino bianco,0.5,Met� dell'ingrediente,Spiedini di gamberi,,,,
 Basilico,4.0,fogliolina,Mozzarella ripiena,,,,
 Aneto,4.0,rametto,Mini cheesecake al salmone,,,,
 Polpo,1.5,kg,Carpaccio di polpo,,,,
 Cozze,1.5,kg,Cozze alla marinara,,,,
 Uova freschissime biologiche,4.0,pezzi,Uova in camicia,,,,
 Patate,1.2,kg,Torta di patate e prosciutto,,,,
 Pomodori ramati da circa 200 g l'uno,4.0,pezzi,Pomodori ripieni di tonno,,,,
 Aceto di vino bianco,1.5,g,Pomodori ripieni di tonno,,,,
 Olio di semi,1.5,l,Corn dog,,,,
 Olive nere riviera denocciolate,20.0,g,Melanzane al forno,,,,
 Capperi sott'aceto,20.0,pezzi,Pizzette di sfoglia,,,,
 Origano,0.5,cucchiaio,Pizzette di sfoglia,,,,
 Acciughe sott'olio filetti,5.0,pezzi,Pizzette di sfoglia,,,,
 Acqua minerale tiepida,220.0,g,Fiori di zucca in pastella,,,,
 Acqua,1.5,l,Vitello tonnato,,,,
 Acqua,1.2,l,Arancini di riso,,,,
 Bicarbonato,1.5,cucchiaini,Piadina Romagnola,,,,
 Lievito di birra fresco,8.5,g,Panzerotti (calzoni) fritti,,,,
 Burro (morbido ma ancora plastico di alta qualit�),300.0,g,Croissant,,,,
 Manzo (parti anteriori:muscolo,polpa,collo,petto o reale),, g, Spezzatino con piselli,
 Acciughe sott'olio,6.0,pezzi,Calamari ripieni,,,,
 Vino bianco,0.5,Met� dell'ingrediente,Risotto alla salsiccia,,,,
 Brodo vegetale,1.5,l,Risotto alla zucca,,,,
 Burro (morbido a pomata),50.0,g,Lingue di gatto,,,,
 Brodo di carne (potrebbe servirne meno o leggermente di pi�),2.5,l,Spezzatino di manzo,,,,
 Sale fino,2.5,g,Torta paradiso,,,,
 Scorza d'arancia,0.5,Met� dell'ingrediente,Torta paradiso,,,,
 Ossibuchi di vitello (4 pezzi da 300 g l'uno),1.2,kg,Ossibuchi alla milanese,,,,
 Scorza d'arancia,0.5,Met� dell'ingrediente,Pastiera napoletana,,,,
 Cipolle,0.25,1/4 dell'ingrediente,Parmigiana di zucchine,,,,
 Zafferano (1 bustina),125,g,Linguine gamberetti. zucchine e zafferano,,,,
 Uova medie a temperatura ambiente,6.0,pezzi,Waffle,,,,
 Uova medie a temperatura ambiente,6.0,pezzi,Torta al cioccolato,,,,
Olio extravergine d'oliva,1.0,filo,Risotto con zucchine,,,,
 Pollo intero da,1.3,kg,Pollo alla cacciatora,,,,
 Burro (morbido ma ancora plastico),150.0,g,Crostata alla confettura di albicocche,,,,
 Carne bovina  (trita di manzo macinata grossa e mista),300.0,g,Ragu' alla bolognese,,,,
 Formaggio fresco cremoso  a temperatura ambiente,525.0,g,Red Velvet Cake,,,,
Uova (circa 4) possibilmente biologiche,280.0,g,Pasta fresca all'uovo (sfoglia e formati),,,,
 Albumi (alla temperatura di 20�C),87.5,g,Macarons,,,,
 Zucchine tonde ( circa 4),1.0,kg,Zucchine ripiene,,,,
 Uova medie a temperatura ambiente,5.0,pezzi,Pan di Spagna,,,,
 Basilico,4.0,foglia,Pasta con le melanzane,,,,
 Zafferano (2 bustine),0.25,g,Paella de marisco,,,,
 Menta,4.0,foglia,Couscous alle verdure,,,,
 Pecorino romano stagionatura media da grattugiare ,200.0,g,Spaghetti Cacio e Pepe,,,,
 Carne bovina (trita di manzo macinata grossa e mista),300.0,g,Lasagne alla Bolognese,,,,
 Caff� (della moka da far raffreddare bene) ,70.0,g,Crema al caff�,,,,
 Melanzane ovali nere,1.5,kg,Parmigiana di melanzane,,,,
 Passata di pomodoro,1.4,l,Parmigiana di melanzane,,,,
 Basilico,4.0,foglia,Parmigiana di melanzane,,,,
 Prezzemolo,1.0,ciuffetto,Orata all'acqua pazza,,,,
 Acqua,0.5,bicchiere,Orata all'acqua pazza,,,,
 Vino bianco,0.5,bicchiere,Orata all'acqua pazza,,,,
 Tabasco,4.0,goccia,Burger di patate,,,,
 Coniglio in pezzi,1.2,kg,Coniglio al forno,,,,
 Coniglio,1.5,kg,Coniglio alla Ligure,,,,
 Brodo di carne,1.5,l,Gulash Ungherese,,,,
 Moscardini puliti,1.2,kg,Moscardini in umido,,,,
 Spinaci gi� puliti,1.5,kg,Torta Pasqualina,,,,
 Passata di pomodoro,1.5,l,Parmigiana di melanzane grigliate,,,,
 Aglio,0.5,spicchio,Involtini di pesce spada,,,,
 Aglio,0.5,Met� dell'ingrediente,Polpette di ricotta col sugo,,,,
 Salvia,4.0,foglia,Polpettone al forno,,,,
 Patate dolci (o americane),1.5,kg,Patate americane con cheddar e bacon,,,,
 Arance tarocco,1.2,kg,Insalata di arance,,,,
 Capperi sott'aceto una,10.0,manciata,Peperoni al forno coi capperi,,,,
 Pangrattato una,10.0,manciata,Peperoni al forno coi capperi,,,,
 Basilico,4.0,foglia,Peperoni al forno coi capperi,,,,
 Zucca da pulire,1.3,kg,Pasticcio di zucca,,,,
 Scorza d'arancia,0.5,Met� dell'ingrediente,Insalata di cachi. rucola e finocchi,,,,
 Carciofi (8 carciofi),2.6,kg,Carciofi sott'olio,,,,
 Spinaci,1.5,kg,Spinaci ricchi con besciamella,,,,
  Cipollotti gi� puliti,3.0,pezzi,Colcannon,,,,
 Zucca violina,1.4,kg,Zucca ripiena,,,,
 Olio di semi di arachide,1.5,l,Cotolette di pleurotus,,,,
 Cavolfiore,1.2,kg,Cavolfiore in padella,,,,
 Insalata iceberg,1.0,cespo,Insalata croccante,,,,
 Olio di oliva extravergine per friggere,2.0,cucchiai,Insalata croccante,,,,
 Olio di oliva extravergine per condire,-1.0,n.a.,Insalata croccante,,,,
 Finocchi (da pulire),1.5,kg,Finocchi gratinati in padella,,,,
 Fagioli secchi misti (cannellini, borlotti dall'occhio),250.0,g,,,,
 Cavolfiore,1.4,kg,Pur� di cavolfiore,,,,
 Aglio,0.5,Met� dell'ingrediente,Pur� di cavolfiore,,,,
 Patate farinose,1.1,kg,Sformato di patate,,,,
 Maggiorana,4.0,rametto,Insalata di cavolo cappuccio,,,,
 Cavolo cinese,1.8,kg,Kimchi,,,,
 Carciofi,1.6,kg,Carciofi e patate,,,,
 Broccoli,1.5,kg,Sformati di broccoli con salsa al caprino,,,,
Burro per gli stampi,-1.0,n.a.,Sformati di broccoli con salsa al caprino,,,,
 Strutto,1.5,kg,Patatine fritte alla belga,,,,
 Patate (circa 5),650.0,g,Torrette di patate arrosto,,,,
  Fave fresche da sgranare ,500.0,g,Vignarola,,,,
 Pisellini freschi  da sgranare,500.0,g,Vignarola,,,,
 Peperoni (verdi, gialli, rossi),600.0,,Ciambotta,,
 Menta,4.0,foglia,Peperoni sott'olio,,,,
 Basilico,3.0,qualche,Insalata con tonno. mozzarella e peperoni,,,,
 Cocomero (anguria),1.7,kg,Insalata di anguria,,,,
 Acciughe (alici) filetti sott'olio,4.0,pezzi,Insalata di puntarelle alla romana,,,,
 Patate (circa 4),720.0,g,Patate al cartoccio bavaresi,,,,
 Pomodorini ciliegino o pomodorini secchi sott'olio,6.0,pezzi,Insalata di patate e cetrioli,,,,
 Acciughe (alici) filetti sott'olio,8.0,pezzi,Insalata di fagioli alla romana,,,,
 Patate,1.5,kg,Patate hasselback,,,,
 Brodo leggero,800.0,ml,Riso pilaf,,,,
 Chiodi di garofano,5.0,pezzi,Riso pilaf,,,,
 Zucca mantovana,1.5,kg,Zucca al forno,,,,
 Salvia foglia,3.0,qualche,Zucca al forno,,,,
 Pomodorini (rossi, gialli, verdi),100.0,,Insalata di fagiolini,,
 Patate,1.2,kg,Polpettone alla ligure,,,,
 Funghi (misti:porcini,champignon,finferli,pleurotus),,g,Funghi trifolati,
 Melanzane (violetta, di Vittoria),1.0,pezzo,,,,
 Ricotta di pecora (salata, siciliana),150.0,g,,,,
 Pomodori costoluti (variet�catanese maturi),1.5,kg,Pasta alla Norma,,,,
 Pomodori ramati (circa 12),240.0,g,Pomodori ripieni,,,,
 Acqua,1.5,l,Polenta e fagioli,,,,
 Ossibuchi di vitello (4 da 400 g l'uno),1.6,kg,Ossobuco alla milanese con risotto giallo,,,,
 Zafferano in pistilli,0.5,g,Ossobuco alla milanese con risotto giallo,,,,
 Panettone milanese (circa 8 fette),400.0,g,Sandwich di panettone,,,,
 Acqua,1.5,l,Sandwich di panettone,,,,
 Olio extravergine d'oliva ,3.0,cucchiai,Sandwich di panettone,,,,
 Piadine sfogliatissime all'olio EVO,4.0,pezzi,Piadina stracciatella e cime di rapa,,,,
 Uova,2.0,tuorli,Uovo poch� fritto con verdure. pancetta e salsa bernese,,,,
 Aragosta 4 per un totale di,1.2,g,Aragosta allo Champagne con riso pilaf,,,,
 Aglio,0.5,Met� dell'ingrediente,Cornbread burger con porcino,,,,
 Piadine Sfogliatissime all'Olio EVO,2.0,pezzi,Piadina melanzane. scamorza e pico de gallo,,,,
 Acqua,1.8,l,Sandwich di polenta con verdure e taleggio,,,,
 Olio extravergine d'oliva,40.0,ml,Piadina con gamberi. fiori di zucca e insalata,,,,
 Tonno sott'olio al peperoncino sgocciolato,160.0,g,Sandwich piccante con tonno. caprino e pesto di olive,,,,
 Tonno sott'olio (all'extravergine d'oliva) sgocciolato,104.0,g,Toast al tonno e crescenza,,,,
 Vitello copertina di spalla,1.5,kg,Ghormeh sabzi,,,,
Piadine Sfogliatissime all'Olio EVO,2.0,pezzi,Piadina con pomodori secchi e mozzarella di bufala,,,,
Mix di cereali riso integrale (farro, orzo, grano, avena e riso rosso),,g,Burger di cereali e riso rosso con hummus di avocado,
 Piadine sfogliatissime all'olio EVO,4.0,pezzi,Piadina con fiori di zucca ripieni e fritti,,,,
 Acqua,1.5,l,Terrine gratinate di polenta e funghi porcini,,,,
 Peperoni (rossi gialli e verdi),340.0,g,Kebab vegetariano,,,,
 Zucchero,7.5,g,Hamburger alle erbe aromatiche con verdure miste e patatine,,,,
 Lievito di birra secco,1.5,g,Hamburger alle erbe aromatiche con verdure miste e patatine,,,,
 Scorza d'arancia,0.5,Met� dell'ingrediente,Cous cous con gamberi e pomodorini confit,,,,
 Succo d'arancia,0.5,Met� dell'ingrediente,Cous cous con gamberi e pomodorini confit,,,,
 Scorza d'arancia,0.5,Met� dell'ingrediente,Cous cous con gamberi e pomodorini confit,,,,
  Piadine Sfogliatissime all'olio EVO,2.0,pezzi,Piadina con zucchine e stracchino,,,,
 Pomodorini datterini (rossi gialli e verdi),300.0,g,Cous cous con anguria. feta e pomodorini,,,,
 Zafferano (1 bustina),125,g,Arancini agli spinaci,,,,
 Lievito di birra fresco,7.5,g,Focaccia di Carnevale,,,,
 Salvia foglia,3.0,qualche,Parmigiana di verdure invernali,,,,
 Astice (congelato, gi� cotto),1.1,kg,,,,
 Rosmarino,4.0,rametto,Portobello burger,,,,
 Lievito istantaneo per preparazioni salate,3.8,g,Piadina di grano saraceno con straccetti di pollo e chips al forno,,,,
 Miele,2.5,g,Piadina di grano saraceno con straccetti di pollo e chips al forno,,,,
 Zucchero,7.5,g,Piadina di grano saraceno con straccetti di pollo e chips al forno,,,,
 Sedano,0.5,Met� dell'ingrediente,Ossobuco di tacchino con risotto,,,,
 Pomodorini (rossi, verdi, gialli),200.0,,Colazione messicana,,
 Pepe nero in grani,1.5,cucchiaini,Formaggio vegano spalmabile,,,,
